AbsoluteDifferenceWideningLowerAndAdd|This method subtracts the corresponding vector elements of `right` from that of `left`, and accumulates the absolute values of the result along with the elements of  `addend` and return the accumulated vector. The result vector `Vector128<ushort>` as seen in below example is twice the size of input parameter `Vector4<byte>`.|<100, 200, 300, 100, 100, 100, 100, 100>|<11, 2, 113, 104, 180, 11, 120, 121>|<21, 22, 23, 24, 25, 26, 27, 28>|<110, 220, 390, 180, 1155, 115, 193, 193>|
AbsoluteDifferenceWideningUpper|This method subtracts the corresponding vector elements in upper half of `right`  vector from those of `left`,  places the absolute value of the result in a result vector and returns the result vector. The size of individual element of result `Vector128<ushort>` as seen in below example is twice the size of input parmeter `Vector128<byte>`.|<11, 208, 103, 184, 180, 21, 130, 151, 31, 2, 113, 104, 180, 11, 120, 121>|<21, 22, 23, 24, 25, 26, 27, 28, 20, 122, 231, 24, 25, 26, 27, 28>|<11, 120, 118, 80, 155, 15, 93, 93>||
AbsoluteDifferenceWideningUpperAndAdd|This method subtracts the corresponding vector elements in upper half of `right` from those of `left`,  accumulates the absolute value of the result along with `addened` and return the accumulated vector. The size of individual element of result `Vector128<ushort>` as seen in below example is twice the size of input parmeter `Vector128<byte>`.|<100, 200, 300, 100, 100, 100, 100, 100>|<11, 208, 103, 184, 180, 21, 130, 151, 31, 2, 113, 104, 180, 11, 120, 121>|<21, 22, 23, 24, 25, 26, 27, 28, 20, 122, 231, 24, 25, 26, 27, 28>|<111, 320, 418, 180, 255, 115, 193, 193>|
AbsSaturate|This method calculates saturated absolute value of each vector element of `value`. If any element's absolute value is outside the range, the result is saturated. In below example, 1st lane value is `-32768` which is `ushort.MinValue`. It's absolute value would be `32768`, but since it is out of range, it is saturated to `32767` which is `ushort.MaxValue`.|<-32768, -12, -13, 32767>|<32767, 12, 13, 32767>|||
AbsSaturateScalar|This method reads 0th vector element from the `value` vector, stores the absolute value of the result into a result vector and returns the result vector. This method operates on signed integer values.|<11, 12, 13, 14>|<11, 0, 0, 0>|||
AbsScalar|This method calculates floating-point absolute value, similar to `Abs()` and stores them in result vector and return the result vector.|<-11.5>|<11.5>|||
Add|This method adds the corresponding vector elements in the `left` and `right` vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<32, 34, 36, 38, 40, 42, 44, 46>||
AddAcross|This method adds every vector element in the `value` vector together, and writes the result to the 0th element of result vector, while other elements of result vector set to 0.|<11, 12, 13, 14, 15, 16, 17, 18>|<116, 0, 0, 0, 0, 0, 0, 0>|||
AddAcrossWidening|This method adds every vector element in the `value` vector together,  and writes the result to the 0th element of result vector, while other elements of result vector set to 0.  As seen in below example, the result vector's element size `ushort` is twice as long as the input parameter's element size `byte`.|<11, 12, 13, 14, 15, 16, 17, 18>|<116, 0, 0, 0>|||
AddHighNarrowingLower|This method adds corresponding vector elements in the `left` and `right` vector, places the most significant half of the result into the result vector and return the result vector. As seen in below example, elements in result vector `Vector64<byte>` is half the size of that of input `Vector128<ushort>` although number of total elements are same.|<100, 200, 300, 400, 500, 600, 700, 800>|<900, 1000, 1100, 1200, 1300, 1400, 1500, 1600>|<3, 4, 5, 6, 7, 7, 8, 9>||
AddHighNarrowingUpper|This method adds corresponding vector elements in the `left` and `right` vector, places the most significant half of the result into upper half of the result vector while the lower half of vector is set to the elements in `lower`. |<1, 255, 13, 41, 54, 61, 71, 18>|<100, 200, 300, 400, 500, 600, 700, 800>|<900, 1000, 1100, 1200, 1300, 1400, 1500, 1600>|<1, 255, 13, 41, 54, 61, 71, 18, 3, 4, 5, 6, 7, 7, 8, 9>|
AddPairwise|This method  creates a vector by concatenating the vector elements of `left` vector followed by those of the `right` vector, reads each pair of adjacent vector elements from the concatenated vector, adds each pair of values and places them in result vector and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<23, 27, 31, 35, 43, 47, 51, 55>||
AddPairwiseScalar|This method adds  vector elements in the `value` vector and  writes the result to the 0th element of result vector, while other elements of result vector set to 0.  |<11.5, 12.5>|<24, 0>|||
AddPairwiseWidening|This method adds pairs of adjacent integer values from the `value` vector, stores them in a result vector and returns the vector. As seen in example below, the result vector elements `ushort` is twice as long as the input's vector elements size `byte`.|<11, 12, 13, 14, 15, 16, 17, 18>|<23, 27, 31, 35>|||
AddPairwiseWideningAndAdd|This method adds pairs of adjacent integer values from the `value` vector and accumulates the results with those of `addend` vector and return the result vector. As seen in below example, the result vector element size `ushort` is twice as long as that of input parameter's size `byte`.|<11, 12, 13, 14>|<11, 12, 13, 14, 15, 16, 17, 18>|<34, 39, 44, 49>||
AddPairwiseWideningAndAddScalar|This method adds pairs of adjacent integer values from `value` vector and accumulates the results with the vector elements of `addend` and returns the result vector. As seen in below example, the result vector element's size `long` is twice as long as that of `value` vector element's size `int`.|<11>|<11, 12>|<34>||
AddPairwiseWideningScalar|This method adds pairs of adjacent integer values from the `value` vector, stores them in a result vector and returns the result vector. As seen in below example, the result vector element's size `long` is twice as long as the input `value`'s element size `int`.|<11, 12>|<23>|||
AddRoundedHighNarrowingLower|This method adds corresponding vector elements in `left` vector to those of `right` vector, stores the most significant half of the result into the result vector such that the result is rounded and return the result.|<100, 200, 300, 400, 500, 600, 700, 800>|<900, 1000, 1100, 1200, 1300, 1400, 1500, 1600>|<4, 5, 5, 6, 7, 8, 9, 9>||
AddRoundedHighNarrowingUpper|This method adds corresponding vector elements in `left` vector to those of `right` vector, places the most significant half of the result (after rounding) into the upper half of the result vector while the lower half is set to the elements in `lower`.|<1, 255, 13, 41, 54, 61, 71, 18>|<100, 200, 300, 400, 500, 600, 700, 800>|<900, 1000, 1100, 1200, 1300, 1400, 1500, 1600>|<1, 255, 13, 41, 54, 61, 71, 18, 4, 5, 5, 6, 7, 8, 9, 9>|
AddSaturate|This method adds the values of corresponding elements of the `left` and `right` vectors, places the results into a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated. |<155, 200, 200, 1, 5, 16, 17, 18>|<155, 100, 100, 2, 25, 26, 27, 28>|<255, 255, 255, 3, 30, 42, 44, 46>||
AddSaturateScalar|This method `scalar` variant, adds the values of corresponding elements of the `left` and `right` vectors, places the results into a vector, and writes the vector to the result vector. If overflow occurs with any of the results, those results are saturated. |<11>|<11>|<22>||
AddScalar|This method adds the floating-point values of the two source vectors, and writes the result to the result. This performs scalar operation.|<11.5>|<11.5>|<23>||
AddWideningLower|This method adds corresponding vector elements in the `left` to those of `right` vector, stores the result in a vector, and returns the result vector. As seen in below example, the result vector element's size `ushort` is twice that of input parameter element size `byte`.|<155, 200, 200, 1, 5, 16, 17, 18>|<155, 100, 100, 2, 25, 26, 27, 28>|<310, 300, 300, 3, 30, 42, 44, 46>||
AddWideningUpper|This method adds corresponding vector elements in the upper half of `left` to those of `right` vector, stores the result into a result vector, and returns the result vector. As seen in below example, the result vector element's size `ushort` is twice as long as the input parameter's element size `byte`.|<11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26>|<21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36>|<48, 50, 52, 54, 56, 58, 60, 62>||
And|This method ands the vector elements in the `left`and `right` vector, and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<1, 4, 5, 8, 9, 16, 17, 16>||
BitwiseClear|This method performs AND of corresponding vector elements in `value` and complement of `mask` vector and returns the result vector containing the result of this operation.|<255, 255, 255, 255, 255, 255, 255, 255>|<1, 2, 4, 8, 16, 32, 64, 128>|<254, 253, 251, 247, 239, 223, 191, 127>||
BitwiseSelect|This method sets each bit in the result to the corresponding bit from the `left` vector when the `select` vector's bit was 1, otherwise from the `right` vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<31, 32, 33, 34, 35, 36, 37, 38>|<21, 36, 37, 40, 41, 52, 53, 52>|
Ceiling|This method rounds each vector element of `value` having floating-point values to integral floating-point values of the same size using the Round towards Plus Infinity rounding mode, and returns the result. As per ARM docs, a zero input gives a zero result with the same sign, an infinite input gives an infinite result with the same sign, and a NaN is propagated as for normal arithmetic.|<11.5, 12.5>|<12, 13>|||
CeilingScalar|Same as `Ceiling` above but operates at scalar level.|<11.5>|<12>|||
CompareEqual|This method compares corresponding vector elements from `left` with those in `right`, and if the comparison is equal sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to  zero and returns the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<11, 22,13, 14, 25, 26, 27, 28>|<255, 0, 255, 255, 0, 0, 0, 0>||
CompareEqualScalar|This instruction compares corresponding floating-point values from the `left` and `right` vector, and if the comparison is equal sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<NaN>||
CompareGreaterThan|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is greater than the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<31, 12, 33, 34, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<255, 0, 255, 255, 0, 0, 0, 0>||
CompareGreaterThanOrEqual|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is greater than or equal to the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<31, 22, 33, 34, 15, 16, 17, 18>|<21, 22, 23, 24, 25, 26, 27, 28>|<255, 255, 255, 255, 0, 0, 0, 0>||
CompareGreaterThanOrEqualScalar|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is greater than or equal to the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<NaN>||
CompareGreaterThanScalar|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is greater than the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<0>||
CompareLessThan|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is less than the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<1, 22, 3, 4, 25, 26, 27, 28>|<0, 255, 0, 0, 255, 255, 255, 255>||
CompareLessThanOrEqual|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is less than or equal to the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<1, 12, 3, 4, 25, 26, 27, 28>|<0, 0, 0, 0, 255, 255, 255, 255>||
CompareLessThanOrEqualScalar|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is less than or equal to the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<NaN>||
CompareLessThanScalar|This method compares corresponding vector elements in the `left` and `right` vector, and if the `left`'s  value is less than the `right`'s value sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<0>||
CompareTest|This method performs AND of corresponding vector elements in the `left` and `right` vector,  and if the result is not zero, sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11, 12, 13, 14, 15, 16, 17, 18>|<4, 22, 23, 24, 25, 26, 27, 28>|<0, 255, 255, 255, 255, 255, 255, 255>||
CompareTestScalar|This method performs AND of corresponding vector elements in the `left` and `right` vector,  and if the result is not zero, sets every bit of the corresponding vector element in the result vector to one, otherwise sets every bit of the corresponding vector element in the result vector to zero and return the result vector.|<11.5>|<11.5>|<NaN>||
ConvertToDouble|This method converts each element in a `value` vector to double the precision of the input element using the rounding mode that as per ARM docs, is determined by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr), and returns the result vector.|<11.5, 12.5>|<11.5, 12.5>|||
ConvertToDoubleScalar|This method converts each element in a `value` vector to double the precision of the input element using the rounding mode that as per ARM docs, is determined by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr), and returns the result vector.|<11>|<11>|||
ConvertToDoubleUpper|This method converts each element in the upper half of `value` vector to double the precision of the input element using the rounding mode that as per ARM docs, is determined by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr), and returns the result vector. As seen in below example, the result vector element's size is `double` that is twice as long as that of input parameter's element size `float`.|<11.5, 12.5, 13.5, 14.5>|<13.5, 14.5>|||
ConvertToInt32RoundAwayFromZero|This method converts each element in the `value` vector from a floating-point to a signed integer value using the Round to Nearest with [Ties to Away rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/),  stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToInt32RoundAwayFromZeroScalar|This method converts each element in the `value` vector from a floating-point to a signed integer value using the Round to Nearest with [Ties to Away rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/),  stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToInt32RoundToEven|This method converts each element in the `value` vector from a floating-point to a signed integer value using the Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 12>|||
ConvertToInt32RoundToEvenScalar|This method converts each element in the `value` vector from a floating-point to a signed integer value using the Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToInt32RoundToNegativeInfinity|This method converts each element in the `value` vector from a floating-point to a signed integer value using the  Round towards Minus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 12>|||
ConvertToInt32RoundToNegativeInfinityScalar|This method converts each element in the `value` vector from a floating-point to a signed integer value using the  Round towards Minus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 0>|||
ConvertToInt32RoundToPositiveInfinity|This method converts each element in the `value` vector from a floating-point to a signed integer value using the  Round towards Plus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToInt32RoundToPositiveInfinityScalar|This method converts each element in the `value` vector from a floating-point to a signed integer value using the  Round towards Plus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToInt32RoundToZero|This method converts each element in the `value` vector from a floating-point to a signed integer value using the   Round to Nearest with [toward zero rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/), stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 12>|||
ConvertToInt32RoundToZeroScalar|This method converts each element in the `value` vector from a floating-point to a signed integer value using the   Round to Nearest with [toward zero rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/), stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 0>|||
ConvertToInt64RoundAwayFromZero|This method converts each element in the `value` vector from a floating-point to a 64-bits signed integer value using the  Round to Nearest with Ties to Away rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToInt64RoundAwayFromZeroScalar|This method converts each element in the `value` vector from a floating-point to a 64-bits signed integer value using the  Round to Nearest with Ties to Away rounding mode, stores in the result vector and returns the result vector.|<11.5>|<12>|||
ConvertToInt64RoundToEven|This method converts each element in the `value` vector from a floating-point to a 64-bits signed integer value using the  Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 12>|||
ConvertToInt64RoundToEvenScalar|This method converts each element in the `value` vector from a floating-point to a 64-bits signed integer value using the  Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5>|<12>|||
ConvertToInt64RoundToNegativeInfinity|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Minus Infinity rounding mode, and returns the result.|<11.5, 12.5>|<11, 12>|||
ConvertToInt64RoundToNegativeInfinityScalar|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Minus Infinity rounding mode, and returns the result.|<11.5>|<11>|||
ConvertToInt64RoundToPositiveInfinity|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Plus Infinity rounding mode, and returns the result.|<11.5, 12.5>|<12, 13>|||
ConvertToInt64RoundToPositiveInfinityScalar|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Plus Infinity rounding mode, and returns the result.|<11.5>|<12>|||
ConvertToInt64RoundToZero|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Zero rounding mode, and returns the result.|<11.5, 12.5>|<11, 12>|||
ConvertToInt64RoundToZeroScalar|This method converts each element in a vector from a floating-point value to a 64-bits signed integer value using the Round towards Zero rounding mode, and returns the result.|<11.5>|<11>|||
ConvertToSingle|This method converts each element in a vector from fixed-point to floating-point using the rounding mode that, as per ARM docs, is specified by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr), and returns the result.|<11, 12>|<11, 12>|||
ConvertToSingleLower|This method converts each vector element in the `value` vector to half the precision of the source element, stores it in a result vector. As seen below, the result vector element's size `float` is half as long as the input vector element's size `double`. The rounding mode is determined by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr).|<11.5, 12.5>|<11.5, 12.5>|||
ConvertToSingleRoundToOddLower|This method narrows each vector element in the `value` vector to half the precision using the Round to Odd rounding mode, and stores the result in result vector. For details see the ARM docs.|<11.5, 12.5>|<11.5, 12.5>|||
ConvertToSingleRoundToOddUpper|This method narrows each vector element in the upper-half of `value` vector to half the precision using the Round to Odd rounding mode, and stores the result in the upper half of result vector, lower half being the values from `lower` vector. For details see the ARM docs.|<11.5, 12.5>|<11.5, 12.5>|<11.5, 12.5, 11.5, 12.5>||
ConvertToSingleScalar|This method converts the `value` vector from fixed-point to floating-point using the rounding mode that is specified by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr), and returns the result.|<11, 12>|<11, 0>|||
ConvertToSingleUpper|This method converts each vector element in the upper-half of  `value` vector to half the precision and stores the result in upper-half of result vector, lower half being the values from `lower` vector.  As seen in example below, the result vector element's size `float` is half as long as the input vector element's size `double`. The rounding mode, as per ARM docs, is determined by the [FPCR](https://developer.arm.com/docs/ddi0595/h/aarch64-system-registers/fpcr).|<5.1, 5.1>|<11.5, 12.5>|<5.1, 5.1, 11.5, 12.5>||
ConvertToUInt32RoundAwayFromZero|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the Round to Nearest with [Ties to Away rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/),  stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToUInt32RoundAwayFromZeroScalar|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the Round to Nearest with [Ties to Away rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/),  stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToUInt32RoundToEven|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 12>|||
ConvertToUInt32RoundToEvenScalar|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToUInt32RoundToNegativeInfinity|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the  Round towards Minus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 12>|||
ConvertToUInt32RoundToNegativeInfinityScalar|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the  Round towards Minus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 0>|||
ConvertToUInt32RoundToPositiveInfinity|This method converts each element in the `value` vector from a floating-point to an unsigned  integer value using the  Round towards Plus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToUInt32RoundToPositiveInfinityScalar|This method converts each element in the `value` vector from a floating-point to an unsigned integer value using the  Round towards Plus Infinity rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 0>|||
ConvertToUInt32RoundToZero|This method converts each element in the `value` vector from a floating-point to an unsigned  integer value using the   Round to Nearest with [toward zero rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/), stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 12>|||
ConvertToUInt32RoundToZeroScalar|This method converts each element in the `value` vector from a floating-point to an unsigned  integer value using the   Round to Nearest with [toward zero rounding mode](https://shrektan.com/post/2018/04/25/human-round-round-to-nearest-ties-away-from-zero/), stores in the result vector and returns the result vector.|<11.5, 12.5>|<11, 0>|||
ConvertToUInt64RoundAwayFromZero|This method converts each element in the `value` vector from a floating-point to a 64-bits unsigned integer value using the  Round to Nearest with Ties to Away rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 13>|||
ConvertToUInt64RoundAwayFromZeroScalar|This method converts each element in the `value` vector from a floating-point to a 64-bits unsigned integer value using the  Round to Nearest with Ties to Away rounding mode, stores in the result vector and returns the result vector.|<11.5>|<12>|||
ConvertToUInt64RoundToEven|This method converts each element in the `value` vector from a floating-point to a 64-bits unsigned integer value using the  Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5, 12.5>|<12, 12>|||
ConvertToUInt64RoundToEvenScalar|This method converts each element in the `value` vector from a floating-point to a 64-bits unsigned integer value using the  Round to Nearest rounding mode, stores in the result vector and returns the result vector.|<11.5>|<12>|||
ConvertToUInt64RoundToNegativeInfinity|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Minus Infinity rounding mode, and returns the result.|<11.5, 12.5>|<11, 12>|||
ConvertToUInt64RoundToNegativeInfinityScalar|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Minus Infinity rounding mode, and returns the result.|<11.5>|<11>|||
ConvertToUInt64RoundToPositiveInfinity|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Plus Infinity rounding mode, and returns the result.|<11.5, 12.5>|<12, 13>|||
ConvertToUInt64RoundToPositiveInfinityScalar|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Plus Infinity rounding mode, and returns the result.|<11.5>|<12>|||
ConvertToUInt64RoundToZero|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Zero rounding mode, and returns the result.|<11.5, 12.5>|<11, 12>|||
ConvertToUInt64RoundToZeroScalar|This method converts each element in the `value` vector from a floating-point value to a 64-bits unsigned integer value using the Round towards Zero rounding mode, and returns the result.|<11.5>|<11>|||
Divide|This method divides the corresponding floating-point values in the `left` vector, by those in the `right` vector, stores the result in a result vector, and returns the result vector.|<11.5, 12.5>|<21.5, 22.5>|<0.53488374, 0.5555556>||
DivideScalar|This method divides the corresponding floating-point values in the `left` vector, by those in the `right` vector, stores the result in a result vector, and returns the result vector.|<11>|<3.1>|<3.5483873>||
DuplicateSelectedScalarToVector128|This method creates a vector by duplicating the vector element at `index in `value` vector into each element of the  result vector. As seen in below example, the result vector elements count `Vector128<byte>` is double that of input parameter count `Vector64<byte>`.|<11, 12, 13, 14, 15, 16, 17, 18>|3|<14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14>||
